transcript_id	gene_id	transcript_name	gene_name	gene_biotype
FBtr0078805	FBgn0250746	Prosbeta7-RA	Prosbeta7	protein_coding
FBtr0078803	FBgn0037315	Cerk-RA	Cerk	protein_coding
FBtr0078804	FBgn0037315	Cerk-RB	Cerk	protein_coding
FBtr0335001	FBgn0264912	FBtr0335001	CR44103	ncRNA
FBtr0078786	FBgn0051542	CG31542-RA	CG31542	protein_coding
FBtr0332159	FBgn0051542	CG31542-RC	CG31542	protein_coding
FBtr0332160	FBgn0085306	CG34277-RD	CG34277	protein_coding
FBtr0346517	FBgn0085306	CG34277-RE	CG34277	protein_coding
FBtr0078787	FBgn0003275	RpII18-RA	RpII18	protein_coding
FBtr0078802	FBgn0086695	hd-RA	hd	protein_coding
FBtr0347559	FBgn0086695	hd-RB	hd	protein_coding
FBtr0100433	FBgn0037317	CG14667-RB	CG14667	protein_coding
FBtr0301640	FBgn0041707	7B2-RB	7B2	protein_coding
FBtr0078789	FBgn0041707	7B2-RA	7B2	protein_coding
FBtr0078800	FBgn0001311	kkv-RC	kkv	protein_coding
FBtr0078798	FBgn0001311	kkv-RA	kkv	protein_coding
FBtr0301398	FBgn0001311	kkv-RD	kkv	protein_coding
FBtr0078801	FBgn0037320	CG14668-RA	CG14668	protein_coding
FBtr0078790	FBgn0011965	FBtr0078790	tRNA:Arg-TCG-4-1	tRNA
FBtr0333810	FBgn0264712	CG1172-RC	CG1172	protein_coding
FBtr0078792	FBgn0264712	CG1172-RA	CG1172	protein_coding
FBtr0309312	FBgn0264712	CG1172-RB	CG1172	protein_coding
FBtr0078797	FBgn0037322	Or83a-RA	Or83a	protein_coding
FBtr0078795	FBgn0037323	CG2663-RA	CG2663	protein_coding
FBtr0344832	FBgn0037323	CG2663-RC	CG2663	protein_coding
FBtr0078794	FBgn0037324	Orco-RA	Orco	protein_coding
FBtr0113193	FBgn0037324	Orco-RB	Orco	protein_coding
FBtr0078679	FBgn0037326	CG14669-RA	CG14669	protein_coding
FBtr0347006	FBgn0037326	CG14669-RD	CG14669	protein_coding
FBtr0334742	FBgn0037326	CG14669-RB	CG14669	protein_coding
FBtr0339972	FBgn0037326	CG14669-RC	CG14669	protein_coding
FBtr0078793	FBgn0037325	CG12147-RA	CG12147	protein_coding
FBtr0330026	FBgn0037327	PEK-RB	PEK	protein_coding
FBtr0330027	FBgn0037327	PEK-RC	PEK	protein_coding
FBtr0078770	FBgn0037327	PEK-RA	PEK	protein_coding
FBtr0078769	FBgn0037328	RpL35A-RA	RpL35A	protein_coding
FBtr0078680	FBgn0037329	POLDIP2-RA	POLDIP2	protein_coding
FBtr0078681	FBgn0037329	POLDIP2-RB	POLDIP2	protein_coding
FBtr0078768	FBgn0037330	mRpL44-RA	mRpL44	protein_coding
FBtr0078682	FBgn0011715	Snr1-RA	Snr1	protein_coding
FBtr0344635	FBgn0266539	CG45100-RA	CG45100	protein_coding
FBtr0078767	FBgn0025825	HDAC3-RA	HDAC3	protein_coding
FBtr0336769	FBgn0037332	Hcs-RB	Hcs	protein_coding
FBtr0078683	FBgn0037332	Hcs-RA	Hcs	protein_coding
FBtr0345253	FBgn0037332	Hcs-RC	Hcs	protein_coding
FBtr0345254	FBgn0037332	Hcs-RD	Hcs	protein_coding
FBtr0344273	FBgn0015402	ksr-RC	ksr	protein_coding
FBtr0344272	FBgn0015402	ksr-RB	ksr	protein_coding
FBtr0078766	FBgn0015402	ksr-RA	ksr	protein_coding
FBtr0344274	FBgn0015402	ksr-RD	ksr	protein_coding
FBtr0336770	FBgn0051550	CG31550-RD	CG31550	protein_coding
FBtr0078684	FBgn0051550	CG31550-RB	CG31550	protein_coding
FBtr0392903	FBgn0051550	CG31550-RE	CG31550	protein_coding
FBtr0113409	FBgn0051550	CG31550-RC	CG31550	protein_coding
FBtr0078764	FBgn0051547	NKCC-RB	NKCC	protein_coding
FBtr0078765	FBgn0051547	NKCC-RA	NKCC	protein_coding
FBtr0078763	FBgn0010399	Nmdar1-RA	Nmdar1	protein_coding
FBtr0078686	FBgn0010051	Itp-r83A-RA	Itp-r83A	protein_coding
FBtr0078687	FBgn0010051	Itp-r83A-RB	Itp-r83A	protein_coding
FBtr0344265	FBgn0010051	Itp-r83A-RC	Itp-r83A	protein_coding
FBtr0452092	FBgn0264427	CG43845-RC	CG43845	protein_coding
FBtr0452093	FBgn0264427	CG43845-RD	CG43845	protein_coding
FBtr0078762	FBgn0037336	CG2519-RB	CG2519	protein_coding
FBtr0078761	FBgn0037336	CG2519-RA	CG2519	protein_coding
FBtr0336771	FBgn0037336	CG2519-RC	CG2519	protein_coding
FBtr0089313	FBgn0014342	mia-RA	mia	protein_coding
FBtr0300009	FBgn0014342	mia-RB	mia	protein_coding
FBtr0346136	FBgn0014342	mia-RC	mia	protein_coding
FBtr0078758	FBgn0086768	Pcmt-RA	Pcmt	protein_coding
FBtr0339519	FBgn0086768	Pcmt-RC	Pcmt	protein_coding
FBtr0078688	FBgn0037338	Snm1-RA	Snm1	protein_coding
FBtr0078757	FBgn0037339	Pi4KIIalpha-RC	Pi4KIIalpha	protein_coding
FBtr0078755	FBgn0037339	Pi4KIIalpha-RB	Pi4KIIalpha	protein_coding
FBtr0078756	FBgn0037339	Pi4KIIalpha-RA	Pi4KIIalpha	protein_coding
FBtr0309783	FBgn0263484	FBtr0309783	snoRNA:Pi4KIIalpha-a	snoRNA
FBtr0347381	FBgn0267811	FBtr0347381	CR46136	ncRNA
FBtr0336763	FBgn0037340	CG14671-RB	CG14671	protein_coding
FBtr0078754	FBgn0037340	CG14671-RA	CG14671	protein_coding
FBtr0078689	FBgn0037341	CG12746-RB	CG12746	protein_coding
FBtr0078692	FBgn0037341	CG12746-RD	CG12746	protein_coding
FBtr0290215	FBgn0037341	CG12746-RE	CG12746	protein_coding
FBtr0078753	FBgn0037342	CG2931-RA	CG2931	protein_coding
FBtr0078694	FBgn0041191	Rheb-RB	Rheb	protein_coding
FBtr0078693	FBgn0041191	Rheb-RA	Rheb	protein_coding
FBtr0089685	FBgn0023023	CRMP-RB	CRMP	protein_coding
FBtr0089686	FBgn0023023	CRMP-RA	CRMP	protein_coding
FBtr0114453	FBgn0023023	CRMP-RE	CRMP	protein_coding
FBtr0336762	FBgn0037344	CG2926-RB	CG2926	protein_coding
FBtr0078752	FBgn0037344	CG2926-RA	CG2926	protein_coding
FBtr0078699	FBgn0037345	rev7-RA	rev7	protein_coding
FBtr0078751	FBgn0014366	noi-RA	noi	protein_coding
FBtr0346137	FBgn0283535	Vha26-RC	Vha26	protein_coding
FBtr0078700	FBgn0283535	Vha26-RB	Vha26	protein_coding
FBtr0078701	FBgn0283535	Vha26-RA	Vha26	protein_coding
FBtr0078744	FBgn0250753	kra-RA	kra	protein_coding
FBtr0078750	FBgn0250753	kra-RE	kra	protein_coding
FBtr0078749	FBgn0250753	kra-RB	kra	protein_coding
FBtr0078747	FBgn0250753	kra-RF	kra	protein_coding
FBtr0078745	FBgn0250753	kra-RG	kra	protein_coding
FBtr0078746	FBgn0250753	kra-RC	kra	protein_coding
FBtr0078748	FBgn0250753	kra-RD	kra	protein_coding
FBtr0113576	FBgn0082961	FBtr0113576	snoRNA:Psi28S-3385b	snoRNA
FBtr0113577	FBgn0082962	FBtr0113577	snoRNA:Psi28S-3385a	snoRNA
FBtr0113578	FBgn0082978	FBtr0113578	snoRNA:Psi28S-3091b	snoRNA
FBtr0113579	FBgn0082979	FBtr0113579	snoRNA:Psi28S-3091a	snoRNA
FBtr0113580	FBgn0082954	FBtr0113580	snoRNA:Psi28S-3571	snoRNA
FBtr0091697	FBgn0086662	FBtr0091697	snoRNA:Psi28S-3186	snoRNA
FBtr0113581	FBgn0082988	FBtr0113581	snoRNA:Psi28S-2442b	snoRNA
FBtr0113582	FBgn0082989	FBtr0113582	snoRNA:Psi28S-2442a	snoRNA
FBtr0273377	FBgn0037347	CG1427-RC	CG1427	protein_coding
FBtr0333278	FBgn0037347	CG1427-RD	CG1427	protein_coding
FBtr0333279	FBgn0037347	CG1427-RE	CG1427	protein_coding
FBtr0078743	FBgn0261004	asl-RA	asl	protein_coding
FBtr0078741	FBgn0017550	Rga-RA	Rga	protein_coding
FBtr0078742	FBgn0017550	Rga-RB	Rga	protein_coding
FBtr0345140	FBgn0017550	Rga-RC	Rga	protein_coding
FBtr0309985	FBgn0263619	FBtr0309985	ASTR	ncRNA
FBtr0344302	FBgn0263619	FBtr0344302	ASTR	ncRNA
FBtr0347380	FBgn0267810	FBtr0347380	CR46135	ncRNA
FBtr0078704	FBgn0019637	Atu-RA	Atu	protein_coding
FBtr0078739	FBgn0044823	Spec2-RA	Spec2	protein_coding
FBtr0078740	FBgn0037350	CG2911-RA	CG2911	protein_coding
FBtr0113194	FBgn0037350	CG2911-RB	CG2911	protein_coding
FBtr0078705	FBgn0037351	RpL13A-RB	RpL13A	protein_coding
FBtr0335214	FBgn0037351	RpL13A-RC	RpL13A	protein_coding
FBtr0114326	FBgn0260002	FBtr0114326	snoRNA:Me28S-U2134b	snoRNA
FBtr0114327	FBgn0086051	FBtr0114327	snoRNA:Me28S-U2134a	snoRNA
FBtr0078706	FBgn0051551	CG31551-RA	CG31551	protein_coding
FBtr0078707	FBgn0051549	CG31549-RA	CG31549	protein_coding
FBtr0335215	FBgn0051549	CG31549-RB	CG31549	protein_coding
FBtr0078708	FBgn0037354	CG12171-RA	CG12171	protein_coding
FBtr0078737	FBgn0051546	CG31546-RA	CG31546	protein_coding
FBtr0078736	FBgn0051548	CG31548-RA	CG31548	protein_coding
FBtr0078709	FBgn0037356	CG12170-RA	CG12170	protein_coding
FBtr0290206	FBgn0027951	MTA1-like-RC	MTA1-like	protein_coding
FBtr0078734	FBgn0027951	MTA1-like-RB	MTA1-like	protein_coding
FBtr0330315	FBgn0027951	MTA1-like-RD	MTA1-like	protein_coding
FBtr0078733	FBgn0027951	MTA1-like-RA	MTA1-like	protein_coding
FBtr0310266	FBgn0262125	Sec23-RF	Sec23	protein_coding
FBtr0078711	FBgn0262125	Sec23-RA	Sec23	protein_coding
FBtr0304794	FBgn0262125	Sec23-RD	Sec23	protein_coding
FBtr0309091	FBgn0262125	Sec23-RE	Sec23	protein_coding
FBtr0330314	FBgn0262125	Sec23-RG	Sec23	protein_coding
FBtr0078710	FBgn0262125	Sec23-RB	Sec23	protein_coding
FBtr0339320	FBgn0262125	Sec23-RH	Sec23	protein_coding
FBtr0334953	FBgn0037358	elm-RB	elm	protein_coding
FBtr0078732	FBgn0037358	elm-RA	elm	protein_coding
FBtr0078712	FBgn0037359	MED27-RA	MED27	protein_coding
FBtr0078730	FBgn0037360	CG2182-RA	CG2182	protein_coding
FBtr0334945	FBgn0264902	FBtr0334945	CR44093	ncRNA
FBtr0078714	FBgn0046222	Wdr33-RB	Wdr33	protein_coding
FBtr0078713	FBgn0046222	Wdr33-RA	Wdr33	protein_coding
FBtr0347379	FBgn0267809	FBtr0347379	CR46134	ncRNA
FBtr0078728	FBgn0010772	Xe7-RA	Xe7	protein_coding
FBtr0334951	FBgn0010772	Xe7-RD	Xe7	protein_coding
FBtr0334952	FBgn0010772	Xe7-RE	Xe7	protein_coding
FBtr0334946	FBgn0037363	Atg17-RC	Atg17	protein_coding
FBtr0078716	FBgn0037363	Atg17-RB	Atg17	protein_coding
FBtr0078727	FBgn0037364	Rab23-RA	Rab23	protein_coding
FBtr0334947	FBgn0261261	plx-RE	plx	protein_coding
FBtr0302091	FBgn0261261	plx-RC	plx	protein_coding
FBtr0302092	FBgn0261261	plx-RD	plx	protein_coding
FBtr0334948	FBgn0261261	plx-RF	plx	protein_coding
FBtr0302090	FBgn0261261	plx-RA	plx	protein_coding
FBtr0334950	FBgn0037365	CG2104-RB	CG2104	protein_coding
FBtr0078726	FBgn0037365	CG2104-RA	CG2104	protein_coding
FBtr0339518	FBgn0004878	cas-RC	cas	protein_coding
FBtr0078725	FBgn0004878	cas-RA	cas	protein_coding
FBtr0343892	FBgn0266229	FBtr0343892	CR44924	ncRNA
FBtr0343988	FBgn0037368	CG1239-RB	CG1239	protein_coding
FBtr0078720	FBgn0037368	CG1239-RA	CG1239	protein_coding
FBtr0343989	FBgn0037368	CG1239-RC	CG1239	protein_coding
FBtr0301574	FBgn0037369	CG2100-RB	CG2100	protein_coding
FBtr0078724	FBgn0037369	CG2100-RA	CG2100	protein_coding
FBtr0078721	FBgn0037370	CG1236-RA	CG1236	protein_coding
FBtr0078723	FBgn0037371	Sym-RA	Sym	protein_coding
FBtr0078722	FBgn0027497	Madm-RA	Madm	protein_coding
FBtr0347493	FBgn0027497	Madm-RB	Madm	protein_coding
FBtr0078678	FBgn0037372	CG2091-RA	CG2091	protein_coding
FBtr0078677	FBgn0266672	Sec8-RA	Sec8	protein_coding
FBtr0306153	FBgn0027608	CG2082-RO	CG2082	protein_coding
FBtr0078672	FBgn0027608	CG2082-RC	CG2082	protein_coding
FBtr0300907	FBgn0027608	CG2082-RH	CG2082	protein_coding
FBtr0300911	FBgn0027608	CG2082-RL	CG2082	protein_coding
FBtr0078674	FBgn0027608	CG2082-RB	CG2082	protein_coding
FBtr0300910	FBgn0027608	CG2082-RK	CG2082	protein_coding
FBtr0300909	FBgn0027608	CG2082-RJ	CG2082	protein_coding
FBtr0300906	FBgn0027608	CG2082-RG	CG2082	protein_coding
FBtr0078675	FBgn0027608	CG2082-RA	CG2082	protein_coding
FBtr0300913	FBgn0027608	CG2082-RN	CG2082	protein_coding
FBtr0078676	FBgn0027608	CG2082-RD	CG2082	protein_coding
FBtr0300912	FBgn0027608	CG2082-RM	CG2082	protein_coding
FBtr0078625	FBgn0037374	jagn-RA	jagn	protein_coding
FBtr0078624	FBgn0037374	jagn-RB	jagn	protein_coding
FBtr0300739	FBgn0037375	kat-60L1-RF	kat-60L1	protein_coding
FBtr0300737	FBgn0037375	kat-60L1-RD	kat-60L1	protein_coding
FBtr0078627	FBgn0037375	kat-60L1-RA	kat-60L1	protein_coding
FBtr0300741	FBgn0037375	kat-60L1-RH	kat-60L1	protein_coding
FBtr0300738	FBgn0037375	kat-60L1-RE	kat-60L1	protein_coding
FBtr0300736	FBgn0037375	kat-60L1-RC	kat-60L1	protein_coding
FBtr0078628	FBgn0037375	kat-60L1-RB	kat-60L1	protein_coding
FBtr0300740	FBgn0037375	kat-60L1-RG	kat-60L1	protein_coding
FBtr0078669	FBgn0037376	Hat1-RB	Hat1	protein_coding
FBtr0078670	FBgn0037376	Hat1-RA	Hat1	protein_coding
FBtr0078629	FBgn0028690	Rpn5-RA	Rpn5	protein_coding
FBtr0078630	FBgn0037377	CG1218-RA	CG1218	protein_coding
FBtr0078668	FBgn0037378	CG2046-RA	CG2046	protein_coding
FBtr0078631	FBgn0037379	CG10979-RA	CG10979	protein_coding
FBtr0335518	FBgn0037379	CG10979-RB	CG10979	protein_coding
FBtr0113195	FBgn0263353	CG11000-RB	CG11000	protein_coding
FBtr0308953	FBgn0263353	CG11000-RC	CG11000	protein_coding
FBtr0303165	FBgn0261561	CG42675-RF	CG42675	protein_coding
FBtr0302724	FBgn0261561	CG42675-RB	CG42675	protein_coding
FBtr0302725	FBgn0261561	CG42675-RC	CG42675	protein_coding
FBtr0302727	FBgn0261561	CG42675-RE	CG42675	protein_coding
FBtr0335519	FBgn0261561	CG42675-RG	CG42675	protein_coding
FBtr0302726	FBgn0261561	CG42675-RD	CG42675	protein_coding
FBtr0078667	FBgn0037382	Hpr1-RA	Hpr1	protein_coding
FBtr0452097	FBgn0284081	CG46303-RA	CG46303	protein_coding
FBtr0078666	FBgn0037383	CG2023-RA	CG2023	protein_coding
FBtr0344117	FBgn0037383	CG2023-RB	CG2023	protein_coding
FBtr0078639	FBgn0037384	dgrn-RB	dgrn	protein_coding
FBtr0078638	FBgn0037384	dgrn-RA	dgrn	protein_coding
FBtr0344116	FBgn0037384	dgrn-RD	dgrn	protein_coding
FBtr0078640	FBgn0037385	glob3-RA	glob3	protein_coding
FBtr0113196	FBgn0037386	CG1208-RB	CG1208	protein_coding
FBtr0113197	FBgn0037386	CG1208-RC	CG1208	protein_coding
FBtr0345151	FBgn0266702	FBtr0345151	CR45192	ncRNA
FBtr0345152	FBgn0266702	FBtr0345152	CR45192	ncRNA
FBtr0078642	FBgn0037387	CG1213-RB	CG1213	protein_coding
FBtr0078644	FBgn0037387	CG1213-RC	CG1213	protein_coding
FBtr0305954	FBgn0037387	CG1213-RD	CG1213	protein_coding
FBtr0078643	FBgn0037387	CG1213-RA	CG1213	protein_coding
FBtr0078645	FBgn0037388	CG14676-RA	CG14676	protein_coding
FBtr0306740	FBgn0037389	FBtr0306740	CR10991	pseudogene
FBtr0306741	FBgn0037389	FBtr0306741	CR10991	pseudogene
FBtr0078665	FBgn0029088	disp-RA	disp	protein_coding
FBtr0112483	FBgn0085316	CG34287-RA	CG34287	protein_coding
FBtr0078647	FBgn0028436	ECSIT-RA	ECSIT	protein_coding
FBtr0078663	FBgn0037391	CG2017-RC	CG2017	protein_coding
FBtr0078661	FBgn0037391	CG2017-RA	CG2017	protein_coding
FBtr0114518	FBgn0037391	CG2017-RE	CG2017	protein_coding
FBtr0078662	FBgn0037391	CG2017-RD	CG2017	protein_coding
FBtr0078664	FBgn0037391	CG2017-RB	CG2017	protein_coding
FBtr0347378	FBgn0267808	FBtr0347378	CR46133	ncRNA
FBtr0110807	FBgn0083949	CG34113-RP	CG34113	protein_coding
FBtr0110806	FBgn0083949	CG34113-RO	CG34113	protein_coding
FBtr0346724	FBgn0267399	FBtr0346724	CR45761	ncRNA
FBtr0346725	FBgn0267400	FBtr0346725	CR45762	ncRNA
FBtr0078657	FBgn0040679	CG11373-RA	CG11373	protein_coding
FBtr0343893	FBgn0266230	FBtr0343893	CR44925	ncRNA
FBtr0343894	FBgn0266231	FBtr0343894	CR44926	ncRNA
FBtr0452184	FBgn0284417	FBtr0452184	lncRNA:TS20	ncRNA
FBtr0345251	FBgn0011281	Obp83a-RC	Obp83a	protein_coding
FBtr0078656	FBgn0011281	Obp83a-RA	Obp83a	protein_coding
FBtr0345250	FBgn0011281	Obp83a-RB	Obp83a	protein_coding
FBtr0078655	FBgn0010403	Obp83b-RA	Obp83b	protein_coding
FBtr0343895	FBgn0266232	FBtr0343895	CR44927	ncRNA
FBtr0343896	FBgn0266233	FBtr0343896	CR44928	ncRNA
FBtr0302597	FBgn0003261	Rm62-RI	Rm62	protein_coding
FBtr0309320	FBgn0003261	Rm62-RK	Rm62	protein_coding
FBtr0078649	FBgn0003261	Rm62-RC	Rm62	protein_coding
FBtr0078653	FBgn0003261	Rm62-RE	Rm62	protein_coding
FBtr0078651	FBgn0003261	Rm62-RB	Rm62	protein_coding
FBtr0309321	FBgn0003261	Rm62-RL	Rm62	protein_coding
FBtr0078654	FBgn0003261	Rm62-RF	Rm62	protein_coding
FBtr0078650	FBgn0003261	Rm62-RD	Rm62	protein_coding
FBtr0309319	FBgn0003261	Rm62-RJ	Rm62	protein_coding
FBtr0078652	FBgn0003261	Rm62-RA	Rm62	protein_coding
FBtr0309322	FBgn0003261	Rm62-RM	Rm62	protein_coding
FBtr0301947	FBgn0003261	Rm62-RH	Rm62	protein_coding
FBtr0309318	FBgn0037395	CG10280-RB	CG10280	protein_coding
FBtr0078648	FBgn0037395	CG10280-RA	CG10280	protein_coding
FBtr0344315	FBgn0037396	CG11459-RB	CG11459	protein_coding
FBtr0078623	FBgn0037396	CG11459-RA	CG11459	protein_coding
FBtr0307114	FBgn0037397	FBtr0307114	CR1075	pseudogene
FBtr0347516	FBgn0267941	FBtr0347516	CR46221	ncRNA
FBtr0343897	FBgn0266226	FBtr0343897	CR44921	ncRNA
FBtr0078621	FBgn0037398	CG15580-RA	CG15580	protein_coding
FBtr0078620	FBgn0037399	Or83c-RA	Or83c	protein_coding
FBtr0112922	FBgn0026077	Gasp-RB	Gasp	protein_coding
FBtr0078619	FBgn0026077	Gasp-RA	Gasp	protein_coding
FBtr0343898	FBgn0266234	FBtr0343898	CR44929	ncRNA
FBtr0343899	FBgn0266234	FBtr0343899	CR44929	ncRNA
FBtr0078584	FBgn0046878	Obp83cd-RA	Obp83cd	protein_coding
FBtr0078618	FBgn0046876	Obp83ef-RA	Obp83ef	protein_coding
FBtr0078617	FBgn0046875	Obp83g-RA	Obp83g	protein_coding
FBtr0309511	FBgn0037402	Vha14-2-RB	Vha14-2	protein_coding
FBtr0078585	FBgn0037402	Vha14-2-RA	Vha14-2	protein_coding
FBtr0309512	FBgn0037402	Vha14-2-RC	Vha14-2	protein_coding
FBtr0347026	FBgn0263497	FBtr0347026	CR43486	ncRNA
FBtr0309515	FBgn0263497	FBtr0309515	CR43486	ncRNA
FBtr0309513	FBgn0263498	FBtr0309513	CR43487	ncRNA
FBtr0309514	FBgn0263498	FBtr0309514	CR43487	ncRNA
FBtr0078616	FBgn0051559	CG31559-RA	CG31559	protein_coding
FBtr0078587	FBgn0037405	CG1077-RA	CG1077	protein_coding
FBtr0078588	FBgn0037406	Osi1-RA	Osi1	protein_coding
FBtr0344667	FBgn0051562	FBtr0344667	CR31562	pseudogene
FBtr0078590	FBgn0037408	NPFR-RA	NPFR	protein_coding
FBtr0308317	FBgn0037408	NPFR-RC	NPFR	protein_coding
FBtr0308318	FBgn0037408	NPFR-RD	NPFR	protein_coding
FBtr0308316	FBgn0037408	NPFR-RB	NPFR	protein_coding
FBtr0078591	FBgn0037409	Osi24-RA	Osi24	protein_coding
FBtr0310413	FBgn0037410	Osi2-RC	Osi2	protein_coding
FBtr0078592	FBgn0037410	Osi2-RB	Osi2	protein_coding
FBtr0078593	FBgn0037410	Osi2-RA	Osi2	protein_coding
FBtr0310414	FBgn0037411	Osi3-RB	Osi3	protein_coding
FBtr0078594	FBgn0037411	Osi3-RA	Osi3	protein_coding
FBtr0334866	FBgn0037412	Osi4-RB	Osi4	protein_coding
FBtr0078615	FBgn0037412	Osi4-RA	Osi4	protein_coding
FBtr0078595	FBgn0037413	Osi5-RA	Osi5	protein_coding
FBtr0302937	FBgn0037413	Osi5-RB	Osi5	protein_coding
FBtr0346344	FBgn0027527	Osi6-RB	Osi6	protein_coding
FBtr0078596	FBgn0027527	Osi6-RA	Osi6	protein_coding
FBtr0078597	FBgn0037414	Osi7-RA	Osi7	protein_coding
FBtr0078598	FBgn0037415	Osi8-RA	Osi8	protein_coding
FBtr0078599	FBgn0037416	Osi9-RA	Osi9	protein_coding
FBtr0078601	FBgn0037417	Osi10-RA	Osi10	protein_coding
FBtr0078614	FBgn0037418	Osi11-RA	Osi11	protein_coding
FBtr0078602	FBgn0037419	Osi12-RA	Osi12	protein_coding
FBtr0302305	FBgn0037420	CG15597-RB	CG15597	protein_coding
FBtr0078604	FBgn0037421	CG15594-RB	CG15594	protein_coding
FBtr0078605	FBgn0037422	Osi13-RA	Osi13	protein_coding
FBtr0078606	FBgn0040279	Osi14-RA	Osi14	protein_coding
FBtr0078607	FBgn0037424	Osi15-RA	Osi15	protein_coding
FBtr0078608	FBgn0051561	Osi16-RA	Osi16	protein_coding
FBtr0347194	FBgn0267690	CG46026-RA	CG46026	protein_coding
FBtr0078609	FBgn0051560	CG31560-RA	CG31560	protein_coding
FBtr0334538	FBgn0037427	Osi17-RD	Osi17	protein_coding
FBtr0334536	FBgn0037427	Osi17-RB	Osi17	protein_coding
FBtr0078610	FBgn0037427	Osi17-RA	Osi17	protein_coding
FBtr0334537	FBgn0037427	Osi17-RC	Osi17	protein_coding
FBtr0078611	FBgn0037428	Osi18-RA	Osi18	protein_coding
FBtr0081707	FBgn0037429	Osi19-RA	Osi19	protein_coding
FBtr0301493	FBgn0037429	Osi19-RB	Osi19	protein_coding
FBtr0081708	FBgn0037430	Osi20-RA	Osi20	protein_coding
FBtr0081709	FBgn0037431	CG17917-RA	CG17917	protein_coding
FBtr0081710	FBgn0037432	CG10298-RA	CG10298	protein_coding
FBtr0081711	FBgn0037433	CG17919-RA	CG17919	protein_coding
FBtr0081737	FBgn0261789	SmD2-RA	SmD2	protein_coding
FBtr0081712	FBgn0037435	CG18048-RA	CG18048	protein_coding
FBtr0081713	FBgn0037436	Hr83-RA	Hr83	protein_coding
FBtr0334544	FBgn0267698	Pak-RJ	Pak	protein_coding
FBtr0081714	FBgn0267698	Pak-RC	Pak	protein_coding
FBtr0334541	FBgn0267698	Pak-RG	Pak	protein_coding
FBtr0081715	FBgn0267698	Pak-RA	Pak	protein_coding
FBtr0334542	FBgn0267698	Pak-RH	Pak	protein_coding
FBtr0081716	FBgn0267698	Pak-RB	Pak	protein_coding
FBtr0334540	FBgn0267698	Pak-RF	Pak	protein_coding
FBtr0334543	FBgn0267698	Pak-RI	Pak	protein_coding
FBtr0334539	FBgn0267698	Pak-RE	Pak	protein_coding
FBtr0303017	FBgn0261641	CG42724-RI	CG42724	protein_coding
FBtr0345075	FBgn0261641	CG42724-RL	CG42724	protein_coding
FBtr0303013	FBgn0261641	CG42724-RC	CG42724	protein_coding
FBtr0334545	FBgn0261641	CG42724-RK	CG42724	protein_coding
FBtr0345076	FBgn0261641	CG42724-RM	CG42724	protein_coding
FBtr0303014	FBgn0261641	CG42724-RE	CG42724	protein_coding
FBtr0303015	FBgn0261641	CG42724-RG	CG42724	protein_coding
FBtr0081717	FBgn0037439	CG10286-RA	CG10286	protein_coding
FBtr0347005	FBgn0037440	CRAT-RE	CRAT	protein_coding
FBtr0110774	FBgn0037440	CRAT-RB	CRAT	protein_coding
FBtr0344293	FBgn0037440	CRAT-RD	CRAT	protein_coding
FBtr0081734	FBgn0037440	CRAT-RA	CRAT	protein_coding
FBtr0301268	FBgn0260766	CG42564-RA	CG42564	protein_coding
FBtr0309752	FBgn0261006	FBtr0309752	snoRNA:83E4-5	snoRNA
FBtr0332175	FBgn0027514	CG1024-RD	CG1024	protein_coding
FBtr0332176	FBgn0027514	CG1024-RE	CG1024	protein_coding
FBtr0290212	FBgn0027514	CG1024-RB	CG1024	protein_coding
FBtr0301001	FBgn0260645	CG42537-RA	CG42537	protein_coding
FBtr0081719	FBgn0010282	TfIIFalpha-RA	TfIIFalpha	protein_coding
FBtr0081721	FBgn0037442	godzilla-RB	godzilla	protein_coding
FBtr0113198	FBgn0037442	godzilla-RD	godzilla	protein_coding
FBtr0081720	FBgn0037442	godzilla-RA	godzilla	protein_coding
FBtr0081722	FBgn0037442	godzilla-RC	godzilla	protein_coding
FBtr0289940	FBgn0037443	Dmtn-RE	Dmtn	protein_coding
FBtr0289939	FBgn0037443	Dmtn-RD	Dmtn	protein_coding
FBtr0290326	FBgn0037443	Dmtn-RF	Dmtn	protein_coding
FBtr0290327	FBgn0037443	Dmtn-RG	Dmtn	protein_coding
FBtr0300261	FBgn0037443	Dmtn-RH	Dmtn	protein_coding
FBtr0334322	FBgn0264495	gpp-RF	gpp	protein_coding
FBtr0303787	FBgn0264495	gpp-RB	gpp	protein_coding
FBtr0303789	FBgn0264495	gpp-RD	gpp	protein_coding
FBtr0303790	FBgn0264495	gpp-RE	gpp	protein_coding
FBtr0303788	FBgn0264495	gpp-RC	gpp	protein_coding
FBtr0334323	FBgn0264787	FBtr0334323	CR44017	ncRNA
FBtr0330193	FBgn0037445	CG9727-RC	CG9727	protein_coding
FBtr0081730	FBgn0037445	CG9727-RA	CG9727	protein_coding
FBtr0330192	FBgn0037445	CG9727-RB	CG9727	protein_coding
FBtr0445480	FBgn0283558	FBtr0445480	mir-9375	pre_miRNA
FBtr0302383	FBgn0037446	Zif-RB	Zif	protein_coding
FBtr0330191	FBgn0037446	Zif-RC	Zif	protein_coding
FBtr0081728	FBgn0037446	Zif-RA	Zif	protein_coding
FBtr0081729	FBgn0037447	Neurochondrin-RA	Neurochondrin	protein_coding
FBtr0344704	FBgn0037448	CG15186-RM	CG15186	protein_coding
